PassengerId,Name,HomePlanet,Cabin,Age,Transported
6494_01,Oafron Mushe,Mars,F/1344/P,38.0,False
6500_01,Jennya Ingston,Earth,E/413/P,32.0,False
6501_01,Candra Weberts,Earth,F/1240/S,21.0,True
6502_01,Thelix Mcdanield,Earth,G/1058/S,6.0,True
6503_01,Billia Mcfarley,Earth,F/1347/P,27.0,False
6508_01,Tonyn Braymon,Earth,F/1242/S,32.0,False
6509_01,Belix Adavisons,Earth,F/1243/S,23.0,True
6510_01,Sabiton Tairbatic,Europa,D/205/P,29.0,False
6511_01,Katen Gainney,Earth,F/1348/P,22.0,False
6511_02,Trick Gainney,Earth,G/1055/P,31.0,False
6511_03,Thelix Gainney,Earth,G/1055/P,0.0,True
6512_01,Mediton Oillepint,Europa,A/80/S,2.0,True
6512_02,Photons Drivery,,A/80/S,,True
6512_03,Hekaton Goortedant,Europa,A/80/S,28.0,False
6513_01,Cuses Pread,Mars,F/1244/S,20.0,False
6514_01,Preo Openduave,Europa,B/251/S,28.0,False
6514_02,Gravior Stersetery,Europa,B/251/S,42.0,False
6517_01,Warry Bertiz,Earth,F/1350/P,32.0,False
6520_01,Erie Horndley,Earth,G/1060/S,19.0,False
6522_01,Breney Garden,Earth,F/1245/S,20.0,True
6523_01,Derine Bardina,Earth,F/1246/S,20.0,True
6525_01,Neila Cardners,Earth,F/1248/S,21.0,False
6525_02,Mistie Cardners,Earth,G/1061/S,32.0,True
6525_03,Raceky Cardners,Earth,G/1061/S,16.0,True
6526_01,Raulia Larks,Earth,G/1056/P,21.0,True
6526_02,Robina Larks,Earth,G/1056/P,12.0,False
6529_01,Davis Williotters,Earth,G/1063/S,21.0,True
6530_01,Neysma Bun,Mars,E/436/S,31.0,False
6531_01,Rena Hineyley,Earth,G/1064/S,18.0,True
6535_01,Powl Cread,Mars,E/415/P,35.0,False
6539_01,Diskeh Hednigic,Europa,C/242/S,44.0,False
6540_01,Fany Cleminglas,Earth,G/1059/P,13.0,True
6541_01,Monah Lowelliott,Earth,F/1356/P,21.0,False
6544_01,Taura Pumpeshaft,Europa,C/243/S,37.0,True
6545_01,Bony Shieldson,Earth,F/1250/S,,True
6546_01,Bretty Pottonalden,Earth,G/1060/P,34.0,False
6547_01,Ale Pert,Mars,F/1358/P,21.0,False
6548_01,Stanya Kellyons,Earth,G/1065/S,38.0,True
6549_01,Eclass Flate,Mars,F/1251/S,31.0,False
6549_02,Llat Flate,Mars,D/198/S,61.0,False
6552_01,Fayey Webstenson,,G/1061/P,20.0,False
6553_01,Bel Phillis,Earth,F/1360/P,39.0,False
6556_01,Nes Gine,Mars,F/1362/P,29.0,True
6556_02,Morms Gine,Mars,F/1362/P,68.0,True
6557_01,Batares Airdring,Europa,E/417/P,38.0,False
6558_01,Philda Cleminglas,Earth,F/1363/P,31.0,True
6560_01,Rhonya Reynoldez,Earth,F/1253/S,41.0,True
6561_01,Aldeba Ainserfle,Europa,B/253/S,29.0,False
6561_02,Zavior Ainserfle,,B/253/S,25.0,True
6562_01,Beathy Stephendsey,Earth,F/1364/P,27.0,False
6563_01,Stenny Gainney,Earth,F/1254/S,21.0,True
6563_02,Juanna Gainney,Earth,G/1067/S,30.0,False
6565_01,Lakes Emead,Mars,E/437/S,40.0,False
6565_02,Wors Emead,Mars,F/1255/S,59.0,False
6567_01,Maryne Buchansen,Earth,G/1063/P,35.0,False
6567_02,Guadae Buchansen,Earth,F/1365/P,41.0,False
6568_01,Ianya Jacostaney,Earth,F/1366/P,36.0,False
6569_01,Loisey Slatessen,Earth,G/1064/P,58.0,True
6570_01,Shard Brightez,Earth,G/1068/S,27.0,False
6572_01,Geney Rothewson,Earth,F/1256/S,24.0,False
6573_01,Emilla Mosepherry,Earth,F/1257/S,50.0,True
6574_01,Nasliak Covetive,Europa,A/65/P,22.0,False
6578_01,Weres Chcak,Mars,E/438/S,26.0,False
6578_02,Guits Stre,Mars,F/1259/S,16.0,True
6580_01,Benry Peterstarks,Earth,G/1066/P,56.0,False
6582_01,Sitron Platch,Europa,A/66/P,25.0,False
6583_01,Charda Sunlove,Europa,B/254/S,13.0,True
6583_02,Zinon Asivetfuel,Europa,B/254/S,53.0,True
6585_01,Becca Hornettoney,Earth,G/1071/S,21.0,True
6585_02,Raque Hornettoney,Earth,F/1260/S,18.0,True
6588_01,Denne Moodsey,Earth,G/1073/S,38.0,True
6588_02,Annon Moodsey,Earth,G/1073/S,20.0,True
6590_01,Gollux Nifficaus,Europa,B/217/P,24.0,False
6590_02,Arkar Nifficaus,Europa,B/217/P,56.0,True
6591_01,Willy Mcfarleys,Earth,F/1261/S,47.0,False
6592_01,Ranutz Meate,Mars,F/1262/S,21.0,True
6593_01,Keitha Matts,Earth,F/1370/P,,True
6593_02,Scotty Matts,Earth,F/1370/P,26.0,False
6594_01,Jord Schmondez,Earth,G/1067/P,34.0,True
6595_01,Tyle Simstravery,Earth,G/1074/S,35.0,True
6598_01,Panter Mepie,Mars,F/1263/S,35.0,True
6599_01,Kitak Esseal,Europa,C/245/S,49.0,True
6601_01,Debora Farrez,Earth,F/1372/P,24.0,False
6602_01,Davis Cookson,Earth,F/1265/S,62.0,True
6603_01,Beres Conca,Mars,D/208/P,25.0,True
6604_01,Coxaron Unsive,Europa,C/205/P,42.0,True
6606_01,Regana Kellyons,Earth,F/1266/S,25.0,False
6608_01,Brada Rochaserry,Earth,F/1374/P,21.0,False
6609_01,,Mars,E/420/P,17.0,False
6611_01,Breney Philloway,Earth,E/421/P,41.0,True
6611_02,Briany Philloway,Earth,G/1069/P,50.0,False
6611_03,Nelley Philloway,Earth,F/1375/P,20.0,True
6613_01,Darry Sawyerson,Earth,G/1078/S,15.0,True
6614_01,Naffsh Katte,Mars,F/1268/S,29.0,True
6616_01,Janita Webstephrey,Earth,F/1377/P,20.0,True
6618_01,Alsha Geneltic,Europa,C/246/S,35.0,True
6620_01,Allie Smalls,Earth,G/1079/S,22.0,True
6621_01,Jilly Summington,Earth,F/1378/P,43.0,True
6622_01,Coreen Lynnerett,Earth,G/1070/P,54.0,False
6622_02,Gwendy Lynnerett,Earth,G/1070/P,15.0,True
6623_01,Saxinon Geraing,,B/218/P,38.0,True
6624_01,Oraryn Prickmantes,Earth,G/1071/P,44.0,False
6625_01,Derina Garden,Earth,G/1072/P,34.0,True
6625_02,Hughy Garden,Earth,F/1379/P,15.0,False
6626_01,Herry Farrowns,Earth,G/1073/P,24.0,False
6628_01,,Earth,F/1381/P,29.0,False
6630_01,Valex Singlents,Earth,F/1270/S,19.0,True
6631_01,Etamino Suasharic,Europa,C/208/P,27.0,False
6633_01,Nunkib Motive,Europa,B/255/S,26.0,True
6634_01,Gorabih Dischod,Europa,B/219/P,46.0,True
6634_02,Alasmon Dischod,,,64.0,True
6635_01,Giebara Entratable,Europa,C/209/P,17.0,False
6635_02,Nusakab Entratable,Europa,C/209/P,45.0,False
6637_01,Tibers Sinda,Mars,F/1271/S,27.0,False
6638_01,Scotty Hurchez,Earth,G/1074/P,29.0,False
6639_01,Nelsie Strony,Earth,G/1075/P,18.0,True
6641_01,Algork Diateous,Europa,C/247/S,26.0,True
6641_02,Coxak Diateous,Europa,C/247/S,39.0,True
6642_01,Andra Cohendright,Earth,G/1081/S,59.0,True
6643_01,Hughy Foxter,Earth,F/1272/S,20.0,False
6645_01,Lanedy Scotterkins,Earth,G/1083/S,17.0,True
6646_01,Eduard Campson,Earth,G/1084/S,47.0,True
6647_01,Coreen Hermane,Earth,F/1273/S,29.0,True
6649_01,Andan Wartyson,Earth,F/1274/S,16.0,False
6650_01,Joelan Beasleyes,Earth,G/1077/P,48.0,False
6652_01,Amyra Hersons,Earth,,39.0,False
6654_01,Inette Griffince,Earth,G/1086/S,28.0,True
6654_02,,Earth,G/1086/S,12.0,True
6654_03,Ernice Griffince,Earth,G/1086/S,24.0,True
6655_01,Moss Raf,Mars,E/422/P,30.0,True
6656_01,Naviton Suarging,Europa,B/221/P,34.0,True
6659_01,Jifes Stpie,Mars,F/1383/P,37.0,True
6660_01,Debora Horndley,Earth,F/1384/P,47.0,False
6662_01,Coryl Whitez,Earth,G/1087/S,0.0,False
6662_02,Dianie Whitez,Earth,G/1087/S,23.0,True
6662_03,Tonnie Blange,Earth,G/1087/S,0.0,True
6663_01,Almara Hickerson,Earth,G/1079/P,20.0,False
6663_02,Blanie Hickerson,Earth,F/1385/P,35.0,False
6664_01,Annaha Barnoldeney,Earth,G/1088/S,18.0,True
6665_01,Alraium Disivering,Europa,B/222/P,17.0,True
6665_02,Sabireo Disivering,Europa,B/222/P,18.0,False
6665_03,Tachba Disivering,Europa,B/222/P,53.0,True
6665_04,Saiphda Disivering,Europa,B/222/P,35.0,False
6667_01,Avijava Cisorter,Europa,C/248/S,48.0,True
6668_01,,Earth,G/1089/S,68.0,True
6668_02,Craine Walston,Earth,G/1089/S,27.0,False
6669_01,Delley Kiddley,Earth,E/423/P,28.0,True
6670_01,Nancey Burchard,Earth,F/1278/S,37.0,False
6671_01,Docks Mare,Mars,F/1279/S,35.0,True
6671_02,Tot Mare,Mars,F/1279/S,31.0,True
6671_03,Salros Mare,Mars,E/440/S,14.0,False
6672_01,Oafron Deva,Mars,F/1387/P,1.0,True
6672_02,Panbug Deva,Mars,F/1387/P,4.0,True
6672_03,Sweal Deva,Mars,E/424/P,30.0,False
6672_04,Coass Deva,Mars,F/1387/P,11.0,True
6673_01,Sonnie Phillis,Earth,E/425/P,45.0,False
6674_01,Wezna Swirring,Europa,E/426/P,29.0,False
6674_02,Meron Slowatic,Europa,E/426/P,32.0,True
6674_03,Sheratz Slowatic,Europa,E/426/P,15.0,True
6674_04,Acruxon Swirring,Europa,E/426/P,25.0,True
6674_05,Jihda Swirring,Europa,E/426/P,25.0,False
6675_01,Derry Gouldensen,Earth,F/1388/P,60.0,False
6675_02,,Earth,E/427/P,24.0,False
6676_01,Errak Ourcul,Europa,D/200/S,35.0,True
6680_01,Letta Puckley,Earth,G/1082/P,36.0,True
6681_01,Belly Lerez,Earth,F/1280/S,22.0,True
6683_01,Patsyn Coolerson,Earth,G/1083/P,32.0,True
6684_01,Geons Exhaft,Europa,C/210/P,57.0,False
6684_02,Ziba Exhaft,Europa,C/210/P,30.0,True
6684_03,Duhrkab Exhaft,Europa,C/210/P,46.0,False
6691_01,Pamont Schwardson,Earth,F/1390/P,28.0,True
6692_01,Sino Syncepul,Europa,B/256/S,26.0,True
6693_01,Cinda Cleman,Earth,E/428/P,55.0,False
6694_01,Ger Mcneiley,Earth,G/1084/P,66.0,True
6697_01,Mariel Irwines,Earth,G/1085/P,20.0,False
6698_01,Julion Hayersents,Earth,F/1393/P,31.0,False
6699_01,Powhex Paie,Mars,E/429/P,13.0,False
6702_01,Dell Carverson,Earth,G/1087/P,50.0,True
6706_01,Asellah Dishocatal,Europa,B/224/P,21.0,True
6706_02,Arix Dishocatal,Europa,B/224/P,25.0,True
6707_01,Scotte Thomason,Earth,G/1091/S,46.0,True
6708_01,Muonons Sysilstict,Europa,A/67/P,0.0,True
6708_02,,Europa,A/67/P,2.0,True
6708_03,Furuson Sysilstict,Europa,A/67/P,36.0,False
6708_04,Elebi Sysilstict,Europa,A/67/P,19.0,True
6708_05,Ashird Sysilstict,Europa,A/67/P,35.0,True
6708_06,Shamak Sysilstict,Europa,A/67/P,41.0,True
6709_01,Lanedy Antoshipson,Earth,G/1092/S,22.0,True
6711_01,Igrish Perle,Mars,D/210/P,25.0,False
6713_01,Raulia Sweene,Earth,F/1395/P,24.0,False
6718_01,Dawne Mcfaddoxter,Earth,G/1088/P,37.0,False
6718_02,Timmy Mcfaddoxter,Earth,G/1088/P,5.0,False
6718_03,Garlie Mcfaddoxter,Earth,G/1088/P,,True
6719_01,Panter Cres,Mars,F/1396/P,41.0,True
6720_01,Genubik Guieroolow,Europa,A/81/S,44.0,True
6721_01,Lan Cleminglas,Earth,G/1095/S,23.0,True
6722_01,Phargak Dicely,Europa,E/445/S,28.0,True
6722_02,Saleh Dicely,Europa,E/445/S,27.0,False
6722_03,Skyrmak Dicely,Europa,E/445/S,40.0,True
6724_01,Jihoton Haftent,Europa,C/213/P,27.0,True
6724_02,Scelava Haftent,Europa,C/213/P,17.0,True
6725_01,Caphira Cratrave,Europa,C/214/P,32.0,False
6726_01,Lillia Dyers,Earth,G/1089/P,29.0,True
6727_01,Andyn Humphreyes,Earth,G/1090/P,29.0,True
6729_01,Becruxa Dedometeel,Europa,A/82/S,41.0,False
6729_02,Izarkar Dedometeel,Europa,A/82/S,48.0,True
6729_03,Rassias Brathful,Europa,A/82/S,27.0,False
6730_01,Dell Kerristicey,Earth,G/1096/S,14.0,True
6731_01,Tin Rochan,Earth,F/1397/P,32.0,False
6734_01,Pleion Sparsaxle,Europa,C/249/S,47.0,True
6734_02,Shail Sparsaxle,Europa,C/249/S,14.0,True
6734_03,Alhaino Sparsaxle,Europa,C/249/S,37.0,True
6734_04,Wein Sparsaxle,Europa,C/249/S,33.0,True
6736_01,Frunk Erry,Mars,D/203/S,33.0,True
6739_01,Ninaha Stantiagord,Earth,G/1097/S,44.0,True
6741_01,Heald Reyersendry,Earth,G/1098/S,37.0,True
6741_02,Jeandy Reyersendry,Earth,F/1286/S,18.0,False
6742_01,Elanie Talls,Earth,F/1287/S,33.0,True
6744_01,Blakes Nan,Mars,F/1399/P,21.0,False
6744_02,Ane Nan,Mars,F/1399/P,38.0,False
6744_03,Crick Nan,Mars,D/212/P,16.0,False
6744_04,Frus Nan,Mars,E/431/P,58.0,False
6744_05,Row Nan,Mars,E/431/P,41.0,False
6745_01,Jimmyn Mcinton,Earth,F/1400/P,28.0,False
6746_01,Luison Mcinton,Earth,G/1092/P,28.0,True
6747_01,Duhrak Alaxed,Europa,C/215/P,31.0,True
6748_01,Cank Scake,Mars,F/1289/S,27.0,True
6748_02,Gra Scake,Mars,F/1289/S,7.0,True
6748_03,Gut Scake,Mars,F/1289/S,25.0,False
6748_04,Moss Scake,Mars,D/205/S,34.0,False
6749_01,Luzel Barrelliver,Earth,G/1093/P,21.0,True
6750_01,Rona Goody,Earth,G/1094/P,29.0,False
6751_01,Trisp Berle,Mars,F/1290/S,23.0,True
6751_02,Fal Berle,Mars,E/446/S,31.0,False
6753_01,Stra Frablerly,Europa,B/226/P,50.0,True
6753_02,Aldibi Frablerly,Europa,B/226/P,25.0,False
6754_01,Marin Gealably,Europa,C/250/S,25.0,True
6756_01,Winia Pittson,Earth,F/1402/P,23.0,False
6756_02,Monah Pittson,Earth,G/1095/P,46.0,True
6756_03,Melvia Pittson,Earth,G/1095/P,0.0,True
6757_01,Eaturs Dato,Mars,F/1292/S,53.0,False
6758_01,Sanney Gaineyerson,Earth,F/1403/P,25.0,False
6760_01,Shex Pri,Mars,F/1404/P,30.0,True
6761_01,Nute Curte,Mars,F/1405/P,18.0,True
6761_02,Neysma Horte,Mars,E/432/P,20.0,False
6762_01,Monard Jenkinnedy,Earth,F/1293/S,54.0,False
6763_01,Bonyam Berges,Earth,G/1097/P,20.0,True
6764_01,Single Rake,Mars,F/1294/S,32.0,False
6764_02,Supix Rake,Mars,F/1294/S,31.0,True
6765_01,Lifes Fache,Mars,F/1295/S,55.0,True
6766_01,Viviay Nieldson,Earth,G/1098/P,16.0,False
6766_02,Carita Warrishales,Earth,G/1098/P,0.0,True
6766_03,Reneen Warrishales,Earth,G/1098/P,3.0,True
6773_01,Scotte Greeves,Earth,F/1407/P,33.0,False
6774_01,Jord Steinardson,Earth,G/1100/P,45.0,True
6774_02,Donnie Steinardson,Earth,G/1100/P,6.0,False
6774_03,Tancis Steinardson,Earth,F/1408/P,33.0,False
6775_01,,Earth,G/1101/S,14.0,True
6776_01,Alancy Mcgoway,Earth,F/1409/P,24.0,False
6778_01,Brada Fielson,Earth,F/1299/S,47.0,False
6779_01,Terope Busive,Europa,B/258/S,37.0,True
6779_02,Alhail Stioutody,Europa,B/258/S,14.0,True
6779_03,Tabanar Stioutody,Europa,B/258/S,44.0,True
6779_04,Altara Stioutody,Europa,B/258/S,11.0,True
6780_01,Antinon Plaricit,Europa,C/251/S,15.0,True
6780_02,Eltan Plaricit,Europa,C/251/S,39.0,True
6782_01,Samany Ments,Earth,F/1300/S,15.0,False
6784_01,Allena Currisones,Earth,G/1102/S,60.0,False
6784_02,Rosey Currisones,Earth,G/1102/S,49.0,True
6786_01,Jeret Hendrewsons,Earth,F/1410/P,23.0,False
6787_01,Iney Booneid,Earth,F/1411/P,9.0,True
6787_02,Helean Booneid,Earth,F/1411/P,0.0,False
6787_03,Therta Hurchanney,Earth,F/1411/P,17.0,False
6787_04,Cassa Booneid,Earth,F/1411/P,42.0,True
6787_05,Reneen Booneid,Earth,F/1411/P,16.0,True
6787_06,Joelan Booneid,Earth,F/1411/P,0.0,True
6787_07,Vandy Booneid,Earth,F/1411/P,26.0,False
6788_01,Glenna Weberton,Earth,G/1103/P,56.0,False
6789_01,Widous Mone,Mars,D/213/P,26.0,True
6792_01,Razzle Reate,Mars,F/1412/P,41.0,True
6794_01,Slig Conie,Mars,D/206/S,27.0,True
6796_01,Arlen Kellyons,Earth,G/1104/P,31.0,False
6798_01,Therly Jacostarks,Earth,F/1414/P,40.0,True
6799_01,Terops Namsheary,Europa,C/252/S,40.0,True
6800_01,Luise Krampbelles,Earth,G/1105/P,15.0,True
6801_01,Syrmino Imprank,Europa,B/259/S,50.0,True
6802_01,Eleb Disteady,Europa,A/68/P,42.0,False
6805_01,Alathim Suasharic,Europa,E/449/S,50.0,False
6806_01,Anniey Gallenry,Earth,G/1104/S,39.0,True
6808_01,Yolas Santantines,Earth,F/1416/P,27.0,False
6810_01,Yots Knik,Mars,E/450/S,20.0,True
6810_02,Cruses Knik,Mars,E/450/S,30.0,True
6810_03,Cings Knik,Mars,,16.0,True
6810_04,Shex Knik,,E/450/S,36.0,True
6810_05,Dors Knik,Mars,E/450/S,68.0,True
6813_01,Thell Newtontoss,Earth,F/1417/P,22.0,False
6814_01,Flark Potte,Mars,E/451/S,36.0,True
6816_01,Allyny Ewiseston,Earth,G/1108/P,3.0,False
6816_02,Hilly Ewiseston,Earth,G/1108/P,28.0,False
6816_03,Enrie Mcfarley,Earth,G/1108/P,32.0,True
6816_04,Troyce Ewiseston,Earth,G/1108/P,10.0,True
6816_05,Lerion Ewiseston,Earth,G/1108/P,0.0,False
6816_06,Evey Ewiseston,Earth,G/1108/P,9.0,True
6817_01,Adria Bakericks,Earth,F/1304/S,37.0,False
6818_01,Bra Midtt,Earth,F/1418/P,31.0,True
6820_01,Dianie Dickman,Earth,F/1419/P,31.0,False
6821_01,Landa Grifford,Earth,F/1420/P,43.0,False
6822_01,Moniey Bradamss,Earth,F/1305/S,15.0,False
6824_01,Milyla Burker,Earth,G/1108/S,58.0,True
6825_01,Peefox Kinad,Mars,F/1306/S,30.0,True
6825_02,,Mars,F/1306/S,24.0,False
6826_01,Elle Harrenoldez,Earth,G/1109/S,49.0,False
6827_01,Dirk Listive,Europa,A/84/S,73.0,False
6827_02,Coxaton Listive,Europa,A/84/S,14.0,True
6827_03,Zinoces Listive,Europa,A/84/S,50.0,True
6827_04,Alramak Listive,Europa,A/84/S,12.0,True
6829_01,Ine Hubbarrison,Earth,G/1109/P,2.0,True
6829_02,Arllia Hubbarrison,Earth,G/1109/P,49.0,False
6829_03,Enryn Hubbarrison,Earth,G/1109/P,32.0,False
6831_01,Violan Holson,Earth,G/1111/P,,False
6832_01,Quid Wala,Mars,F/1421/P,33.0,True
6833_01,Sta Mccarveymon,Earth,E/452/S,23.0,True
6834_01,Sonald Coolez,Earth,G/1111/S,23.0,True
6837_01,Cireal Carté,Mars,E/435/P,43.0,True
6839_01,Ellena Fryan,Earth,F/1307/S,36.0,False
6840_01,Clow Sake,Mars,F/1422/P,26.0,True
6841_01,Tekris Meate,Mars,E/454/S,29.0,True
6843_01,Acceleb Rimplighty,Europa,B/260/S,21.0,True
6843_02,Saxinon Rimplighty,Europa,B/260/S,30.0,True
6844_01,Chones Brin,Mars,E/455/S,23.0,False
6848_01,Marinon Ambleetive,Europa,D/214/P,13.0,True
6850_01,Adamy Wolferton,Earth,F/1424/P,22.0,False
6850_02,Weslie Wolferton,Earth,G/1113/P,25.0,False
6850_03,Brancy Wolferton,Earth,E/436/P,52.0,False
6851_01,Glorey Bookerson,Earth,E/456/S,22.0,True
6853_01,Menkaa Cathome,Europa,C/218/P,31.0,False
6854_01,Graw Bate,Mars,E/437/P,23.0,False
6857_01,Jenn Jenson,Earth,F/1310/S,35.0,False
6858_01,Asteron Spandisket,Europa,B/229/P,26.0,True
6858_02,Kabiak Spandisket,Europa,B/229/P,14.0,True
6858_03,Zinopus Spandisket,Europa,B/229/P,39.0,False
6858_04,Taura Spandisket,Europa,B/229/P,8.0,True
6859_01,Blancy Harry,Earth,G/1113/S,29.0,True
6861_01,Iney Lambucketty,Earth,G/1114/S,15.0,True
6862_01,Diandi Mcfaddennon,Earth,G/1115/S,48.0,True
6862_02,Dianie Mcfaddennon,Earth,G/1115/S,9.0,False
6863_01,Franda Patrichane,Earth,F/1311/S,25.0,False
6864_01,Aske Scoudelle,Europa,A/71/P,13.0,True
6864_02,Phamark Scoudelle,Europa,A/71/P,25.0,True
6865_01,Thabih Peducting,Europa,D/208/S,27.0,False
6865_02,Errim Peducting,Europa,D/208/S,32.0,True
6866_01,Gork Hetforhaft,Europa,C/253/S,20.0,True
6866_02,Dscha Hetforhaft,Europa,C/253/S,40.0,False
6868_01,Jerek Brookenson,Earth,F/1427/P,18.0,False
6869_01,Megany Philloway,Earth,F/1428/P,21.0,False
6871_01,Faithy Rickson,Earth,G/1116/S,38.0,True
6873_01,Mesarix Hervel,Europa,A/72/P,62.0,True
6879_01,Joyces Englence,Earth,G/1119/S,23.0,True
6880_01,Dunch Mepie,Mars,F/1315/S,48.0,False
6880_02,Gacke Mepie,Mars,E/457/S,27.0,False
6882_01,Rail Dake,Mars,F/1430/P,32.0,True
6882_02,Giamon Dake,Mars,E/438/P,53.0,False
6883_01,Evaned Wolferguson,Earth,G/1120/S,26.0,True
6885_01,Whee Vloaf,Mars,F/1316/S,46.0,True
6887_01,Beathy Patrichane,Earth,G/1122/S,32.0,False
6889_01,Sallie Santuez,Earth,F/1317/S,40.0,False
6891_01,Treynx Casty,Mars,D/215/P,27.0,True
6892_01,Cellex Merkins,Earth,F/1318/S,28.0,True
6893_01,Winork Dreamspric,Europa,B/261/S,29.0,True
6894_01,,Mars,F/1319/S,37.0,True
6894_02,Otlios Hacle,Mars,F/1319/S,0.0,True
6894_03,Risps Hacle,Mars,F/1319/S,12.0,True
6895_01,Ainon Conachets,Europa,C/220/P,25.0,False
6896_01,Stote Khake,Mars,E/459/S,,False
6896_02,Goats Khake,Mars,F/1320/S,3.0,True
6896_03,Dies Khake,Mars,F/1320/S,9.0,True
6898_01,Gemmark Bootious,Europa,,27.0,True
6899_01,Anyonon Coweboded,Europa,A/73/P,59.0,True
6899_02,Ruchban Coweboded,Europa,A/73/P,24.0,False
6900_01,Kyley Hendrys,Earth,G/1123/S,16.0,True
6901_01,Anch Opie,Mars,F/1321/S,16.0,False
6902_01,Strali Idalpus,Europa,D/217/P,46.0,True
6903_01,Gabrin Woodwinez,Earth,F/1431/P,25.0,False
6905_01,Vana Acobson,Earth,F/1322/S,39.0,False
6905_02,Lilasa Acobson,Earth,E/460/S,15.0,False
6905_03,Gaylah Acobson,Earth,F/1322/S,16.0,True
6906_01,Elix Pelte,Mars,F/1432/P,35.0,True
6906_02,Apies Bun,Mars,E/440/P,43.0,False
6906_03,Sesh Pelte,Mars,F/1432/P,7.0,True
6907_01,Louisa Mcmahoney,Earth,G/1117/P,29.0,True
6908_01,Sheleon Swinvul,Europa,C/254/S,60.0,False
6910_01,Carry Johnsondez,Earth,G/1124/S,49.0,False
6911_01,Powhex Sutte,Mars,F/1323/S,50.0,True
6912_01,Weino Slomed,Europa,C/221/P,40.0,False
6913_01,Slus Hacle,Mars,F/1324/S,49.0,True
6913_02,Cakers Hacle,Mars,E/461/S,18.0,False
6915_01,Chrets Conca,Mars,F/1325/S,29.0,True
6917_01,Proos Horte,Mars,F/1433/P,56.0,False
6918_01,Neilda Barris,Earth,G/1126/S,29.0,True
6920_01,Verek Wolferguson,Earth,E/462/S,29.0,False
6921_01,Sadrix Stersetery,Europa,C/255/S,22.0,True
6921_02,Eleron Fordulgaug,Europa,C/255/S,24.0,True
6921_03,Grum Stersetery,Europa,C/255/S,23.0,True
6921_04,Dsch Stersetery,Europa,C/255/S,28.0,True
6921_05,Arrain Fordulgaug,Europa,C/255/S,19.0,True
6921_06,Azhah Stersetery,Europa,C/255/S,32.0,False
6924_01,Lilasa Solon,Earth,G/1127/S,37.0,True
6925_01,Juanie Hayerson,Earth,G/1120/P,26.0,False
6926_01,Smals Birt,,F/1435/P,43.0,True
6928_01,Dont Bookerson,Earth,E/463/S,25.0,False
6928_02,Jodye Bookerson,Earth,G/1128/S,11.0,False
6929_01,Nelly Llovers,Earth,G/1122/P,4.0,True
6929_02,Natha Llovers,Earth,G/1122/P,32.0,True
6929_03,Tricki Llovers,Earth,E/441/P,15.0,True
6930_01,Letta Howayery,Earth,G/1129/S,17.0,True
6931_01,Spurin Amonsmane,Europa,C/222/P,37.0,True
6932_01,Shaele Ewiseston,Earth,G/1130/S,20.0,True
6934_01,Cats Nutty,Mars,F/1436/P,47.0,True
6934_02,Bleark Nutty,Mars,E/443/P,16.0,False
6937_01,Robyna Petton,Earth,G/1131/S,8.0,True
6939_01,Blanie Bears,Earth,G/1124/P,22.0,False
6940_01,Goats Steen,Mars,F/1326/S,39.0,True
6943_01,Mirakis Dynatic,Europa,B/262/S,57.0,True
6944_01,Alzird Gented,Europa,C/223/P,29.0,True
6945_01,Schird Sophaft,Europa,B/263/S,,True
6946_01,Samany Buckson,Earth,F/1439/P,70.0,False
6947_01,Becruxa Coudered,Europa,B/264/S,13.0,True
6947_02,Cellum Obnoble,Europa,B/264/S,49.0,True
6949_01,Lolas Dillestron,Earth,E/464/S,25.0,False
6950_01,Alurops Pringry,Europa,B/265/S,19.0,True
6950_02,Medib Pringry,Europa,B/265/S,15.0,True
6951_01,Vegas Lendly,Europa,D/219/P,37.0,True
6951_02,Mares Beling,Europa,D/219/P,,True
6954_01,Blug Flie,Mars,E/445/P,28.0,False
6954_02,Weet Flie,,E/445/P,22.0,False
6957_01,Minoton Sloweber,Europa,B/266/S,26.0,True
6960_01,Allyn Bonnondry,Earth,G/1135/S,25.0,False
6962_01,Dona Gibbsonton,Earth,G/1136/S,19.0,False
6963_01,Soyos Boste,Mars,F/1328/S,20.0,False
6964_01,Lilasa Thonyderson,Earth,F/1444/P,35.0,False
6966_01,Leneva Freevenson,Earth,F/1446/P,37.0,False
6967_01,Winon Oilpfulle,Europa,C/256/S,37.0,False
6968_01,Dandra Yanton,Earth,F/1447/P,13.0,False
6968_02,Randa Yanton,Earth,F/1447/P,20.0,False
6970_01,Ret Gin,Mars,,65.0,False
6970_02,Coakey Pread,Mars,E/465/S,29.0,False
6971_01,Alcoran Distured,Europa,C/225/P,0.0,True
6971_02,Chard Distured,Europa,C/225/P,4.0,True
6971_03,Alkaida Distured,Europa,C/225/P,19.0,True
6971_04,Asteron Distured,Europa,C/225/P,17.0,True
6971_05,Schird Pretive,Europa,C/225/P,28.0,True
6971_06,Terfak Distured,Europa,C/225/P,28.0,False
6972_01,Terina Jenson,,G/1126/P,21.0,False
6973_01,Hary Owerson,Earth,E/466/S,45.0,False
6976_01,Annya Talls,Earth,G/1127/P,21.0,True
6977_01,Rankie Burker,Earth,G/1137/S,20.0,True
6977_02,Jeret Burker,Earth,G/1137/S,38.0,True
6978_01,Gwendy Chardsonnon,Earth,E/446/P,24.0,True
